chunk_id,jd_id,line_id,tag,sim_skills,sim_experience,sim_education,predicted_tag,text
consensys_senior_people_operations_partner_b4959a__line26,consensys_senior_people_operations_partner_b4959a,26,skills,0.3095,0.1749,0.068,skills,"AI, Automation, & Operational Efficiency"
consensys_senior_people_operations_partner_b4959a__line27,consensys_senior_people_operations_partner_b4959a,27,skills,0.3131,0.2578,0.0879,skills,"Actively seek out and implement AI and automation solutions to enhance People Operations efficiency, particularly in employee self-service and routine task management."
consensys_senior_people_operations_partner_b4959a__line28,consensys_senior_people_operations_partner_b4959a,28,experience,0.2927,0.2896,0.1273,skills,"Lead the design and execution of key People Operations initiatives focused on employee enablement, self-service enhancements, and overall process optimization across the European region."
consensys_senior_people_operations_partner_b4959a__line29,consensys_senior_people_operations_partner_b4959a,29,experience,0.356,0.393,0.2445,experience,"Own and manage regional People projects (e.g., HRIS module implementations, new policy rollouts, compliance programs) from ideation through successful end-to-end delivery, serving as the primary project manager and subject matter expert."
consensys_senior_people_operations_partner_b4959a__line31,consensys_senior_people_operations_partner_b4959a,31,experience,0.3373,0.4587,0.3691,experience,"Experience: 5+ years in an HR / People Operations / HR Administration role, ideally in a multi‑country or European context."
consensys_senior_people_operations_partner_b4959a__line32,consensys_senior_people_operations_partner_b4959a,32,education,0.3516,0.4007,0.5917,education,"Education: Bachelor’s degree in HR, Business, or related field, or equivalent work experience."
consensys_senior_people_operations_partner_b4959a__line33,consensys_senior_people_operations_partner_b4959a,33,skills,0.2529,0.2479,0.1507,skills,Systems: Hands‑on experience with an HRIS (ADP or Workday strongly preferred); comfortable with Google Workspace or MS Office.
consensys_senior_people_operations_partner_b4959a__line34,consensys_senior_people_operations_partner_b4959a,34,skills,0.2144,0.2323,0.1891,experience,Knowledge: Working understanding of European HR practices and basic familiarity with labor law and GDPR considerations.
consensys_senior_people_operations_partner_b4959a__line35,consensys_senior_people_operations_partner_b4959a,35,skills,0.6014,0.4514,0.2387,skills,Skills:
consensys_senior_people_operations_partner_b4959a__line36,consensys_senior_people_operations_partner_b4959a,36,skills,0.177,0.3198,0.105,experience,Excellent attention to detail and data accuracy.
consensys_senior_people_operations_partner_b4959a__line37,consensys_senior_people_operations_partner_b4959a,37,skills,0.4994,0.4045,0.1982,skills,Strong organizational and time‑management skills; able to handle multiple concurrent requests.
consensys_senior_people_operations_partner_b4959a__line38,consensys_senior_people_operations_partner_b4959a,38,skills,0.3239,0.147,0.0104,skills,Identify potential bottlenecks before they impact deadlines and implement solutions independently.
consensys_senior_people_operations_partner_b4959a__line39,consensys_senior_people_operations_partner_b4959a,39,skills,0.2922,0.3432,0.2299,experience,"Clear, professional communication with employees and managers."
consensys_senior_people_operations_partner_b4959a__line40,consensys_senior_people_operations_partner_b4959a,40,skills,0.1457,0.1563,0.0496,experience,Discretion in handling sensitive and confidential information.
consensys_senior_people_operations_partner_b4959a__line41,consensys_senior_people_operations_partner_b4959a,41,skills,0.3573,0.1704,0.2484,skills,"Fluency in English is required; a second major European language (e.g., German, French, or Spanish) is a strong plus."
doordash_senior_people_process_optimization_strategist_f16ebc__line3,doordash_senior_people_process_optimization_strategist_f16ebc,3,mixed,0.3309,0.3602,0.0789,experience,"We are building a more efficient, intelligent, and AI-enabled People Operating System. As a Senior People Process Optimization Strategist, you will drive the execution of process transformation initiatives that improve the end-to-end employee experience across DoorDash and Wolt."
doordash_senior_people_process_optimization_strategist_f16ebc__line4,doordash_senior_people_process_optimization_strategist_f16ebc,4,mixed,0.2633,0.2879,0.0413,experience,"You’ll own workstreams within a broader transformation roadmap, identifying inefficiencies, redesigning processes, and implementing scalable, tech-enabled solutions. This role is equal parts process design, execution, and change management: success is not just delivering solutions, but ensuring they are adopted and deliver measurable impact."
doordash_senior_people_process_optimization_strategist_f16ebc__line9,doordash_senior_people_process_optimization_strategist_f16ebc,9,experience,0.4057,0.4584,0.1386,experience,"Own and execute process transformation initiatives across People functions (e.g., HR, Talent Acquisition, onboarding, lifecycle processes)"
doordash_senior_people_process_optimization_strategist_f16ebc__line10,doordash_senior_people_process_optimization_strategist_f16ebc,10,experience,0.2114,0.1645,0.0456,skills,"Analyze current-state processes to identify inefficiencies, root causes, and automation opportunities"
doordash_senior_people_process_optimization_strategist_f16ebc__line11,doordash_senior_people_process_optimization_strategist_f16ebc,11,skills,0.1469,0.1653,0.0045,experience,"Redesign workflows using continuous improvement methodologies (e.g., Lean, Six Sigma) to reduce friction and cycle times"
doordash_senior_people_process_optimization_strategist_f16ebc__line12,doordash_senior_people_process_optimization_strategist_f16ebc,12,mixed,0.3525,0.255,0.06,skills,"Partner with Product and Engineering to deliver scalable, tech-enabled solutions"
doordash_senior_people_process_optimization_strategist_f16ebc__line13,doordash_senior_people_process_optimization_strategist_f16ebc,13,experience,0.1428,0.2108,-0.0192,experience,"Drive change management for new processes, including stakeholder alignment, communication, and rollout planning"
doordash_senior_people_process_optimization_strategist_f16ebc__line14,doordash_senior_people_process_optimization_strategist_f16ebc,14,experience,0.2316,0.1984,0.014,skills,"Assess change impacts, identify risks, and build mitigation plans to support successful implementation"
doordash_senior_people_process_optimization_strategist_f16ebc__line15,doordash_senior_people_process_optimization_strategist_f16ebc,15,skills,0.4882,0.3674,0.2183,skills,"Develop enablement materials (e.g., playbooks, training, guidance) to ensure teams can effectively adopt new processes"
doordash_senior_people_process_optimization_strategist_f16ebc__line16,doordash_senior_people_process_optimization_strategist_f16ebc,16,skills,0.2092,0.3107,0.1185,experience,"Define and track success metrics (e.g., time savings, SLA improvements, quality, adoption) and iterate based on results"
doordash_senior_people_process_optimization_strategist_f16ebc__line18,doordash_senior_people_process_optimization_strategist_f16ebc,18,skills,0.0772,0.148,-0.0098,experience,Build and maintain dashboards or reporting to monitor process performance and identify gaps
doordash_senior_people_process_optimization_strategist_f16ebc__line19,doordash_senior_people_process_optimization_strategist_f16ebc,19,skills,0.3705,0.3512,0.0387,skills,"Ensure solutions are intuitive, scalable, and drive sustained behavior change and improved employee experience"
doordash_senior_people_process_optimization_strategist_f16ebc__line21,doordash_senior_people_process_optimization_strategist_f16ebc,21,experience,0.3433,0.4951,0.203,experience,"4–8+ years of experience in process transformation, continuous improvement, or operations (HR/People experience a plus)"
doordash_senior_people_process_optimization_strategist_f16ebc__line22,doordash_senior_people_process_optimization_strategist_f16ebc,22,skills,0.2932,0.3379,0.3462,education,"Hands-on experience applying Lean, Six Sigma, or similar methodologies (certification a plus, not required)"
doordash_senior_people_process_optimization_strategist_f16ebc__line23,doordash_senior_people_process_optimization_strategist_f16ebc,23,experience,0.155,0.3097,0.0199,experience,"Proven track record of delivering measurable improvements (e.g., reduced cycle time, cost savings, increased quality or adoption)"
doordash_senior_people_process_optimization_strategist_f16ebc__line24,doordash_senior_people_process_optimization_strategist_f16ebc,24,experience,0.3015,0.34,0.0782,experience,"Experience driving or supporting change management and adoption of new processes, systems, or tools"
doordash_senior_people_process_optimization_strategist_f16ebc__line25,doordash_senior_people_process_optimization_strategist_f16ebc,25,skills,0.4958,0.2822,0.1264,skills,Strong problem-solving skills with the ability to identify root causes and translate insights into practical solutions
doordash_senior_people_process_optimization_strategist_f16ebc__line26,doordash_senior_people_process_optimization_strategist_f16ebc,26,skills,0.293,0.2819,0.1241,skills,"Comfort working cross-functionally with business, operations, and technical stakeholders"
doordash_senior_people_process_optimization_strategist_f16ebc__line27,doordash_senior_people_process_optimization_strategist_f16ebc,27,skills,0.282,0.1883,0.0441,skills,"Ability to manage multiple workstreams and operate effectively in a fast-paced, evolving environment"
doordash_senior_people_process_optimization_strategist_f16ebc__line28,doordash_senior_people_process_optimization_strategist_f16ebc,28,skills,0.2505,0.264,0.095,experience,Data-driven mindset with the ability to define success metrics and measure impact
doordash_senior_people_process_optimization_strategist_f16ebc__line29,doordash_senior_people_process_optimization_strategist_f16ebc,29,skills,0.3719,0.1767,0.0712,skills,Clear communicator who can influence without direct authority and translate complex changes into actionable guidance
ecolab_business_development_representative_digital_soft_c1ea4b__line3,ecolab_business_development_representative_digital_soft_c1ea4b,3,mixed,0.2567,0.3656,0.265,experience,"As a Business Development Representative (BDR), you will be the primary point of contact for prospective clients in the dynamic life sciences sector (pharmaceuticals, biotech, CDMO’s and personal care companies). Your main objective will be to identify, engage, and qualify potential customers who need our specialized, regulatory-compliant software solutions (e.g., Digital Logbooks, MES – Electronic Batch Records, Cleaning Validation, etc.). You will be crucial in building a robust sales pipeline and setting the stage for Account Executives to close deals."
ecolab_business_development_representative_digital_soft_c1ea4b__line5,ecolab_business_development_representative_digital_soft_c1ea4b,5,experience,0.2786,0.4496,0.2893,experience,"Prospecting & Lead Generation/Qualification: Identify and research target accounts within the life sciences industry using tools like LinkedIn Sales Navigator, Co-Pilot, and our CRM."
ecolab_business_development_representative_digital_soft_c1ea4b__line6,ecolab_business_development_representative_digital_soft_c1ea4b,6,experience,0.1543,0.2414,0.0657,experience,"Outreach & Engagement: Initiate contact with potential clients through personalized cold calls, emails, and social selling strategies to generate interest in our software solutions."
ecolab_business_development_representative_digital_soft_c1ea4b__line7,ecolab_business_development_representative_digital_soft_c1ea4b,7,mixed,0.3589,0.3988,0.3886,experience,"Lead Qualification: Conduct initial discovery and qualification conversations with prospects to understand their current needs, pain points, and regulatory challenges (e.g., GxP, 21 CFR Part 11 compliance/Annex 11). Use qualification frameworks (e.g., BANT, CHAMP) to determine if they are a good fit for our software."
ecolab_business_development_representative_digital_soft_c1ea4b__line8,ecolab_business_development_representative_digital_soft_c1ea4b,8,experience,0.2358,0.2852,0.0929,experience,"Meeting Scheduling & Handoff: Schedule qualified meetings and product demonstrations for the Account Executive team, ensuring a seamless transition of information."
ecolab_business_development_representative_digital_soft_c1ea4b__line9,ecolab_business_development_representative_digital_soft_c1ea4b,9,experience,0.0922,0.2456,0.0713,experience,"CRM Management & Reporting: Maintain accurate and detailed records of all lead interactions, statuses, and progress in our CRM system (e.g., Dynamics)."
ecolab_business_development_representative_digital_soft_c1ea4b__line10,ecolab_business_development_representative_digital_soft_c1ea4b,10,experience,0.1422,0.2762,-0.0109,experience,"Collaboration & Strategy: Work closely with the marketing and sales teams to refine messaging, optimize outreach campaigns, and provide market insights gathered from prospect interactions."
ecolab_business_development_representative_digital_soft_c1ea4b__line11,ecolab_business_development_representative_digital_soft_c1ea4b,11,skills,0.2979,0.348,0.2236,experience,"Industry Knowledge: Stay current with life sciences industry trends, regulatory changes (e.g., FDA, EMA guidelines), and the competitive landscape to tailor conversations and effectively communicate value."
ecolab_business_development_representative_digital_soft_c1ea4b__line12,ecolab_business_development_representative_digital_soft_c1ea4b,12,experience,0.2167,0.1664,0.199,skills,Achieve Targets: Meet or exceed monthly and quarterly quotas for qualified leads generated and meetings scheduled.
ecolab_business_development_representative_digital_soft_c1ea4b__line14,ecolab_business_development_representative_digital_soft_c1ea4b,14,experience,0.246,0.344,0.5097,education,"1-2+ years of sales, marketing, or business development experience, preferably within a B2B software or life sciences environment."
ecolab_business_development_representative_digital_soft_c1ea4b__line15,ecolab_business_development_representative_digital_soft_c1ea4b,15,skills,0.21,0.2826,0.1089,experience,SaaS experience
ecolab_business_development_representative_digital_soft_c1ea4b__line16,ecolab_business_development_representative_digital_soft_c1ea4b,16,skills,0.2447,0.257,0.2104,experience,"A strong understanding of the life sciences landscape, including key areas like quality and manufacturing, and the associated regulatory environment (GxP, compliance)."
ecolab_business_development_representative_digital_soft_c1ea4b__line17,ecolab_business_development_representative_digital_soft_c1ea4b,17,skills,0.4972,0.3689,0.2873,skills,Exceptional verbal and written communication skills with the ability to articulate complex technical and regulatory information clearly and persuasively to various stakeholders.
ecolab_business_development_representative_digital_soft_c1ea4b__line18,ecolab_business_development_representative_digital_soft_c1ea4b,18,skills,0.3387,0.3807,0.235,experience,"Proficiency with CRM software (e.g. Dynamics/SalesForce), sales engagement platforms, and research tools (Sales Navigator)"
ecolab_business_development_representative_digital_soft_c1ea4b__line19,ecolab_business_development_representative_digital_soft_c1ea4b,19,skills,0.2834,0.1784,0.0332,skills,"Self-motivated, resilient, and results-driven mindset."
ecolab_business_development_representative_digital_soft_c1ea4b__line20,ecolab_business_development_representative_digital_soft_c1ea4b,20,skills,0.578,0.4768,0.3146,skills,"Strong research, analytical, and organizational skills."
ecolab_business_development_representative_digital_soft_c1ea4b__line21,ecolab_business_development_representative_digital_soft_c1ea4b,21,skills,0.4936,0.2775,0.0795,skills,Ability to work both independently and collaboratively in a fast-paced team environment.
ecolab_business_development_representative_digital_soft_c1ea4b__line22,ecolab_business_development_representative_digital_soft_c1ea4b,22,skills,0.3555,0.1605,0.0367,skills,Adaptability and creativity in overcoming objections and tailoring approaches.
ecolab_business_development_representative_digital_soft_c1ea4b__line24,ecolab_business_development_representative_digital_soft_c1ea4b,24,education,0.212,0.261,0.4091,education,"Degree in a life science discipline (e.g., Biotechnology, Biology, Biomedical Sciences) or a related technical field is highly desirable."
ecolab_business_development_representative_digital_soft_c1ea4b__line25,ecolab_business_development_representative_digital_soft_c1ea4b,25,experience,0.1966,0.2872,0.0819,experience,Previous experience selling regulated software/SaaS solutions.
ecs_senior_hr_business_partner_59b2ad__line3,ecs_senior_hr_business_partner_59b2ad,3,mixed,0.2293,0.3123,0.1818,experience,"The Human Resources Business Partner will function as a consultant to project managers and Business Unit executives on workforce planning, compensation analysis, bids and proposals, policy interpretation, succession planning, compliance review, and proactive employee relations. This role will function as an HR SME for their assigned business unit and liaise cross-functionally with Talent Acquisition, Contracts, Business Development/Capture, Pricing, Finance, and Legal."
ecs_senior_hr_business_partner_59b2ad__line6,ecs_senior_hr_business_partner_59b2ad,6,skills,0.3584,0.2603,0.1908,skills,Define organizational goals to align with program requirements and growth goals.
ecs_senior_hr_business_partner_59b2ad__line7,ecs_senior_hr_business_partner_59b2ad,7,skills,0.2483,0.3774,0.3059,experience,"Assess current employees' skills, demographics, and turnover rates."
ecs_senior_hr_business_partner_59b2ad__line8,ecs_senior_hr_business_partner_59b2ad,8,mixed,0.402,0.3632,0.3322,skills,Determine future talent requirements based on bids and proposals.
ecs_senior_hr_business_partner_59b2ad__line9,ecs_senior_hr_business_partner_59b2ad,9,mixed,0.3015,0.369,0.2111,experience,Identify discrepancies between the current workforce and future needs.
ecs_senior_hr_business_partner_59b2ad__line10,ecs_senior_hr_business_partner_59b2ad,10,mixed,0.2691,0.3432,0.1722,experience,"Create strategies to bridge gaps (e.g., hiring, training, and restructuring)."
ecs_senior_hr_business_partner_59b2ad__line11,ecs_senior_hr_business_partner_59b2ad,11,mixed,0.3134,0.2923,0.0961,skills,"Continuously track, evaluate, and adjust plans to ensure effectiveness."
ecs_senior_hr_business_partner_59b2ad__line13,ecs_senior_hr_business_partner_59b2ad,13,mixed,0.2118,0.2636,0.1858,experience,Compare company roles against market salary surveys and competitors to ensure competitive pay rates.
ecs_senior_hr_business_partner_59b2ad__line14,ecs_senior_hr_business_partner_59b2ad,14,mixed,0.1993,0.2951,0.2276,experience,Partner with Director of Total Rewards to procure and participate in market salary surveys and benchmark jobs to ensure competitive compensation packages
ecs_senior_hr_business_partner_59b2ad__line15,ecs_senior_hr_business_partner_59b2ad,15,mixed,0.2915,0.3291,0.1333,experience,"Ensure that employees with similar roles, experience, and performance levels are compensated similarly, minimizing disparities."
ecs_senior_hr_business_partner_59b2ad__line16,ecs_senior_hr_business_partner_59b2ad,16,mixed,0.2904,0.358,0.3571,experience,Analyze job descriptions and evaluate positions to determine appropriate classification and salary.
ecs_senior_hr_business_partner_59b2ad__line17,ecs_senior_hr_business_partner_59b2ad,17,experience,0.2135,0.2701,0.1434,experience,"Advise HR managers, executives, and talent acquisition teams on pay decisions, offers, and internal pay alignment."
ecs_senior_hr_business_partner_59b2ad__line19,ecs_senior_hr_business_partner_59b2ad,19,mixed,0.3484,0.3534,0.111,experience,"In partnership with Business Unit leaders, determine which roles are crucial for operations and future growth."
ecs_senior_hr_business_partner_59b2ad__line20,ecs_senior_hr_business_partner_59b2ad,20,mixed,0.2829,0.3859,0.1371,experience,"Partner with the Talent Management Director to provide training, mentoring, coaching, and job shadowing to prepare employees."
ecs_senior_hr_business_partner_59b2ad__line21,ecs_senior_hr_business_partner_59b2ad,21,mixed,0.5468,0.4573,0.3968,skills,"Partner with management and PMs to define the core skills, knowledge, and abilities needed for identified roles."
ecs_senior_hr_business_partner_59b2ad__line23,ecs_senior_hr_business_partner_59b2ad,23,mixed,0.1619,0.1969,0.2645,education,"Provide accurate data on salaries, benefits, and labor burden rates to ensure competitive and compliant pricing."
ecs_senior_hr_business_partner_59b2ad__line24,ecs_senior_hr_business_partner_59b2ad,24,mixed,0.0638,0.0849,0.0846,experience,Partner with PMs and Pricing to benchmark and internally map LCATs for bids
ecs_senior_hr_business_partner_59b2ad__line25,ecs_senior_hr_business_partner_59b2ad,25,mixed,0.1645,0.336,0.0418,experience,Proactive Employee Relations
ecs_senior_hr_business_partner_59b2ad__line26,ecs_senior_hr_business_partner_59b2ad,26,mixed,0.2109,0.273,0.1099,experience,"Address workplace issues promptly and respectfully through clear procedures, mediation, and active management engagement."
ecs_senior_hr_business_partner_59b2ad__line27,ecs_senior_hr_business_partner_59b2ad,27,mixed,0.2837,0.2369,0.1638,skills,"Establish two-way dialogue, regular feedback sessions, and maintain transparent communication channels to ensure employees are heard."
ecs_senior_hr_business_partner_59b2ad__line28,ecs_senior_hr_business_partner_59b2ad,28,mixed,0.2127,0.3536,0.0318,experience,"Partner with leaders and corporate stakeholders to highlight accomplishments (e.g., bonuses, public recognition, promotions) to boost morale and reinforce a culture of recognition."
ecs_senior_hr_business_partner_59b2ad__line29,ecs_senior_hr_business_partner_59b2ad,29,mixed,0.1762,0.2638,0.1544,experience,"Apply company policies, disciplinary actions, and benefits fairly to all employees to build trust and to mitigate risk."
ecs_senior_hr_business_partner_59b2ad__line30,ecs_senior_hr_business_partner_59b2ad,30,mixed,0.2384,0.2539,0.2048,experience,"Train managers and employees on various topics to reinforce ECS’ culture, policies, and standards."
ecs_senior_hr_business_partner_59b2ad__line34,ecs_senior_hr_business_partner_59b2ad,34,education,0.3084,0.3927,0.579,education,"Bachelor’s degree in Human Resources, Business Administration, or related field (or equivalent experience)."
ecs_senior_hr_business_partner_59b2ad__line35,ecs_senior_hr_business_partner_59b2ad,35,experience,0.2672,0.38,0.2748,experience,7 years of progressive HR experience; or 3+ years managing an HR function.
ecs_senior_hr_business_partner_59b2ad__line36,ecs_senior_hr_business_partner_59b2ad,36,skills,0.3207,0.3508,0.2942,experience,"Strong knowledge of federal and state employment laws (FMLA, FLSA, ADA, Title VII, etc.)."
ecs_senior_hr_business_partner_59b2ad__line37,ecs_senior_hr_business_partner_59b2ad,37,experience,0.2671,0.3896,0.258,experience,5 years experience in the government contracting industry.
ecs_senior_hr_business_partner_59b2ad__line38,ecs_senior_hr_business_partner_59b2ad,38,skills,0.1962,0.2435,0.1651,experience,Experience with HRIS platforms (ADP preferred).
ecs_senior_hr_business_partner_59b2ad__line39,ecs_senior_hr_business_partner_59b2ad,39,skills,0.6027,0.4629,0.3949,skills,"Strong documentation, analytical, and communication skills."
ecs_web_software_developer_5c342c__line3,ecs_web_software_developer_5c342c,3,mixed,0.209,0.1395,0.0744,skills,"We are seeking a Web Software Developer to design, build, and deploy scalable, cloud‑native web applications on AWS. This role focuses on modern containerized architectures, Kubernetes-based deployments, and full‑stack web development. Candidates will work in an agile, cloud‑first environment."
ecs_web_software_developer_5c342c__line5,ecs_web_software_developer_5c342c,5,mixed,0.1575,0.0575,0.0823,skills,Design and develop cloud‑native web applications using  AWS infrastructure
ecs_web_software_developer_5c342c__line6,ecs_web_software_developer_5c342c,6,experience,0.0597,0.1092,0.0717,experience,Deploy and manage applications in  Amazon EKS
ecs_web_software_developer_5c342c__line7,ecs_web_software_developer_5c342c,7,mixed,0.0564,0.0173,-0.0043,skills,"Build, containerize, and maintain services using  Docker  and Kubernetes"
ecs_web_software_developer_5c342c__line9,ecs_web_software_developer_5c342c,9,skills,0.0862,0.028,-0.0333,skills,Node.js
ecs_web_software_developer_5c342c__line10,ecs_web_software_developer_5c342c,10,skills,0.1274,0.031,-0.008,skills,Python
ecs_web_software_developer_5c342c__line11,ecs_web_software_developer_5c342c,11,skills,0.0608,0.0605,0.0393,skills,Django
ecs_web_software_developer_5c342c__line12,ecs_web_software_developer_5c342c,12,skills,0.0256,0.1151,-0.0624,experience,Go  (nice to have)
ecs_web_software_developer_5c342c__line13,ecs_web_software_developer_5c342c,13,skills,0.0765,0.0923,0.0312,experience,Build and maintain modern front‑end applications using  React
ecs_web_software_developer_5c342c__line14,ecs_web_software_developer_5c342c,14,experience,0.3212,0.2184,0.0338,skills,"Collaborate with cross‑functional teams to ensure performance, scalability, and reliability"
ecs_web_software_developer_5c342c__line15,ecs_web_software_developer_5c342c,15,skills,0.135,0.1265,0.1119,skills,"Follow best practices for CI/CD, infrastructure automation, and container orchestration"
ecs_web_software_developer_5c342c__line19,ecs_web_software_developer_5c342c,19,experience,0.191,0.0963,0.1137,skills,Strong experience with  AWS-native infrastructure
ecs_web_software_developer_5c342c__line20,ecs_web_software_developer_5c342c,20,experience,0.1245,0.1584,0.1001,experience,Hands-on experience deploying applications to  EKS
ecs_web_software_developer_5c342c__line21,ecs_web_software_developer_5c342c,21,skills,0.2115,0.0792,0.0354,skills,"Solid understanding of  Kubernetes ,  Docker , or other scalable container technologies"
ecs_web_software_developer_5c342c__line22,ecs_web_software_developer_5c342c,22,mixed,0.1393,0.1188,0.0492,skills,"Backend development experience with  Node.js, Python, and/or Django"
ecs_web_software_developer_5c342c__line23,ecs_web_software_developer_5c342c,23,mixed,0.1783,0.1301,0.0253,skills,Front‑end development experience with  React
ecs_web_software_developer_5c342c__line24,ecs_web_software_developer_5c342c,24,experience,0.2054,0.2148,-0.0031,experience,Experience building and supporting  scalable web applications
epam_systems_solution_architect_3d03a4__line2,epam_systems_solution_architect_3d03a4,2,mixed,0.2622,0.313,0.1596,experience,"We are seeking a highly analytical and client-focused Solution Architect focused on e-commerce with expertise in composable architectures, data governance, and service-oriented design."
epam_systems_solution_architect_3d03a4__line3,epam_systems_solution_architect_3d03a4,3,mixed,0.4268,0.3789,0.1934,skills,"You will leverage your deep technical knowledge and commercial acumen to deliver innovative, scalable solutions that address client needs."
epam_systems_solution_architect_3d03a4__line6,epam_systems_solution_architect_3d03a4,6,experience,0.3655,0.2841,0.2476,skills,"#LI-DNI Responsibilities Evaluate existing technology platforms, service-oriented architectures, and data frameworks to identify areas requiring enhancement or overhaul Develop comprehensive technology roadmaps and estimates for solution implementations, outlining progression and associated costs Provide strategic consulting on adopting MACH principles and implementing cloud-based computing solutions (IaaS, PaaS, SaaS) Design and implement scalable, secure, and innovative solutions that align with composable principles and meet client needs Leverage expertise in network and server infrastructure, cloud computing, and headless/API-based solutions such as Commercetools, BigCommerce, headless CMS and commerce engines Estimate implementation costs and clearly communicate trade-offs to clients and stakeholders Serve as a technical lead, guiding teams through the lifecycle of solution delivery, and ensuring alignment with best practices Architect and implement robust data governance frameworks, ensuring compliance with quality, privacy, and catalog standards Monitor and optimize workflows to enhance business agility and decision-making Requirements Proven experience with MACH principles, composable architectures, and cloud-based computing (IaaS, PaaS, SaaS) Knowledge of network and server infrastructure and service-oriented architecture Hands-on experience with headless/API-based solutions (Commercetools, BigCommerce, CMS, commerce engines) and frontend frameworks (React, Vue) Strong knowledge of data modeling, data governance frameworks, and integration platforms (SQL, Snowflake, Databricks, GCP) Familiarity with ERP, CRM, PIM/DAM systems, and marketing automation platforms Strong commercial flair, with experience in cost estimation and presales activities Highly analytical mindset with a positive, team-oriented attitude We offer Work on a flexible schedule remotely or from any of our comfortable offices or coworking spaces in Ukraine Receive the necessary equipment to perform your work tasks Change projects and technology stacks within EPAM Gain experience in various business domains (Insurance, E-commerce, Healthcare, Finance, Travelling, Media, Artificial Intelligence, and more) Consider relocation options in over 30 countries worldwide Participate in volunteer, charity programs and communities (both technical and interest-based) You can plan your individual career path together with your manager Receive regular feedback from colleagues Improve your English for free with certified teachers (Speaking Clubs, client interview preparation courses, etc.) Get the opportunity to undergo free training and certification in AWS, GCP, or Azure Clouds Use the internal E-learn training program (18,200+ specialized training and mentoring programs) Access corporate accounts on LinkedIn Learning, Get Abstract and other partner resources Study at EPAM Solution Architecture School with the instructors who are practicing architects Develop as a leader, join Delivery Management, Resource Management, Leadership Essentials school and more Participate in internal communities (500+ meetups, technical discussions, brainstorming sessions, online events and conferences annually) Vacation and sick leave (including a sick leave without a medical certificate) A wide range of Voluntary Medical Insurance programs providing both medical treatment and various preventive options (including sports activities) Medical insurance for family members at corporate rates Company support during significant life events (childbirth or adoption, marriage, etc.) Support for psychological comfort: discounts on services from mental health specialists or coaches, thematic training E-kids program - a free programming language training program for EPAMers' children EPAM strives to provide its global team of over 52,800+ professionals in more than 55 countries with opportunities for professional growth from day one of collaboration."
fivetran_senior_solution_architect_enterprise_1ce484__line5,fivetran_senior_solution_architect_enterprise_1ce484,5,mixed,0.3488,0.3592,0.129,experience,"As a Senior Solution Architect in the Services team at Fivetran, you will facilitate the implementation, configuration, and optimization of the Fivetran platform and product suite through your expertise in various applications, databases, data warehouses / lakehouses, and APIs. This includes adjacent transformation, open data infrastructure (e.g., open storage and table formats), and data activation workflows where relevant. Working directly with customer stakeholders, you will define requirements and work to facilitate an architecture and integration that fulfills those requirements. Along the way, you will facilitate the optimization of the implementation through performance tuning, offer best-practice advice on source and target setup & use your analytical skills to troubleshoot issues and support use cases where trusted, well-governed data pipelines enable analytics and emerging AI/ML initiatives. An essential part of the role of the Senior Solution Architect will be enabling customers to take responsibility for the installation once it has been tested and is ready for deployment into a Production environment. To this end, you should feel comfortable in producing enablement collateral and training teams to adopt what may be a new software application."
fivetran_senior_solution_architect_enterprise_1ce484__line9,fivetran_senior_solution_architect_enterprise_1ce484,9,skills,-0.0591,-0.0045,-0.1085,experience,Fivetran
fivetran_senior_solution_architect_enterprise_1ce484__line10,fivetran_senior_solution_architect_enterprise_1ce484,10,skills,0.0823,0.1086,0.0588,experience,"Fivetran SaaS, Hybrid Deployment, and HVR (self-hosted) architectures"
fivetran_senior_solution_architect_enterprise_1ce484__line11,fivetran_senior_solution_architect_enterprise_1ce484,11,skills,0.117,0.0723,0.0814,skills,"On-premises and cloud databases, including: Oracle Microsoft SQL Server IBM Db2 MySQL PostgreSQL SAP HANA"
fivetran_senior_solution_architect_enterprise_1ce484__line12,fivetran_senior_solution_architect_enterprise_1ce484,12,skills,0.0042,0.0685,0.0116,experience,"On-premises and cloud data warehouses / lakehouses, including:: Snowflake Databricks BigQuery Redshift"
fivetran_senior_solution_architect_enterprise_1ce484__line13,fivetran_senior_solution_architect_enterprise_1ce484,13,skills,0.1352,0.1486,0.1125,experience,Fivetran Managed Data Lake Service (MDLS) concepts and open table formats such as Apache Iceberg and Delta Lake
fivetran_senior_solution_architect_enterprise_1ce484__line14,fivetran_senior_solution_architect_enterprise_1ce484,14,skills,0.1239,0.0128,0.0291,skills,"Operating systems, including: Windows Linux Unix"
fivetran_senior_solution_architect_enterprise_1ce484__line15,fivetran_senior_solution_architect_enterprise_1ce484,15,skills,0.0833,0.0109,0.0159,skills,"Cloud Services Providers AWS, GCP or Azure environments and services"
fivetran_senior_solution_architect_enterprise_1ce484__line16,fivetran_senior_solution_architect_enterprise_1ce484,16,skills,0.0587,0.0143,-0.0388,skills,"Container and Orchestration Docker, Podman, and Kubernetes (including containerized application deployment and orchestration) Git"
fivetran_senior_solution_architect_enterprise_1ce484__line18,fivetran_senior_solution_architect_enterprise_1ce484,18,experience,0.1309,0.1745,-0.0503,experience,"As a key member of our customer-facing team, you’ll be directly involved in helping customers successfully implement and optimize Fivetran data movement solutions across various data environments."
