jd_id,cv,prompt,run_id,source,model,temperature,score,score_100,verdict,human_holistic_label,latency_s,prompt_tokens,output_tokens,total_tokens,error
Digital_Learning_Applications_Schneider_Electric,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,1.0,2.51,2587,9,2596,
Digital_Learning_Applications_Schneider_Electric,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,1.0,4.65,2587,9,2596,
QIT Software_data_scientist,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,2.0,9.5,1831,9,1840,
QIT Software_data_scientist,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,2.0,7.36,1831,9,1840,
QIT Software_data_scientist,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,2.0,9.99,1831,9,1840,
Senior_AI Engineer_MoveUp,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,0.0,6.01,1688,9,1697,
Senior_AI Engineer_MoveUp,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,0.0,5.42,1688,9,1697,
Senior_AI Engineer_MoveUp,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,0.0,7.58,1688,9,1697,
maki_people_senior_psychometrician,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,5.78,2690,9,2699,
maki_people_senior_psychometrician,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,1.3,2690,9,2699,
maki_people_senior_psychometrician,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,7.96,2690,9,2699,
Accenture_Talent_Transformation_Manager,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,,8.97,3175,9,3184,
Accenture_Talent_Transformation_Manager,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,,11.52,3175,9,3184,
Accenture_Talent_Transformation_Manager,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,,3.41,3175,9,3184,
Arrive_People_Analytics_Lead,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,4.56,2974,9,2983,
Arrive_People_Analytics_Lead,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,0.57,2974,9,2983,
Arrive_People_Analytics_Lead,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,5.39,2974,9,2983,
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,8.33,2307,9,2316,
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,11.95,2307,9,2316,
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,1.52,2307,9,2316,
Canonical_talent_scientst,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,2.43,2954,9,2963,
Canonical_talent_scientst,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,3.62,2954,9,2963,
Canonical_talent_scientst,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,7.12,2954,9,2963,
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,8.64,2282,9,2291,
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,9.16,2282,9,2291,
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,6.09,2282,9,2291,
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,9.46,2443,9,2452,
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,8.76,2443,9,2452,
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,7.88,2443,9,2452,
G-Research_Insight_Analyst,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,4.87,2328,9,2337,
G-Research_Insight_Analyst,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,4.48,2328,9,2337,
G-Research_Insight_Analyst,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,2.81,2328,9,2337,
Johnson_Controls_People Insights_Partner ,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,8.02,2349,9,2358,
Johnson_Controls_People Insights_Partner ,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,1.28,2349,9,2358,
Johnson_Controls_People Insights_Partner ,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,10.72,2349,9,2358,
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,1.66,2829,9,2838,
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,8.96,2829,9,2838,
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,5.15,2829,9,2838,
Proofpoint_People_Data_Analyst,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,7.72,2536,9,2545,
Proofpoint_People_Data_Analyst,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,1.48,2536,9,2545,
Proofpoint_People_Data_Analyst,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,1.27,2536,9,2545,
QIC_Digital_Hub_data_analyst,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,0.96,2209,9,2218,
QIC_Digital_Hub_data_analyst,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,10.49,2209,9,2218,
QIC_Digital_Hub_data_analyst,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,0.77,2209,9,2218,
angels-space-art-director,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,8.92,2586,9,2595,
angels-space-art-director,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,10.1,2586,9,2595,
angels-space-art-director,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,14.18,2586,9,2595,
anglian-water-lead-systems-engineer,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,16.02,2349,9,2358,
anglian-water-lead-systems-engineer,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,0.86,2349,9,2358,
anglian-water-lead-systems-engineer,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,1.07,2349,9,2358,
bazaarvoice-provisioning-analyst,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,4.25,2456,9,2465,
bazaarvoice-provisioning-analyst,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,3.2,2456,9,2465,
bazaarvoice-provisioning-analyst,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,8.72,2456,9,2465,
bpostgroup_People_Analytics_Data_Scientist ,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,9.46,2302,9,2311,
bpostgroup_People_Analytics_Data_Scientist ,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,0.61,2302,9,2311,
bpostgroup_People_Analytics_Data_Scientist ,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,9.88,2302,9,2311,
codility_assessment_scientist,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,8.33,3415,9,3424,
codility_assessment_scientist,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,0.96,3415,9,3424,
codility_assessment_scientist,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,8.82,3415,9,3424,
freeplay_data_scientist,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,5.84,1850,9,1859,
freeplay_data_scientist,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,9.95,1850,9,1859,
freeplay_data_scientist,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,0.97,1850,9,1859,
lightning-ai-frontend-engineer,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,8.87,2151,9,2160,
lightning-ai-frontend-engineer,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,9.02,2151,9,2160,
lightning-ai-frontend-engineer,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,12.44,2151,9,2160,
meta_data_analyst,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,10.8,2710,9,2719,
meta_data_analyst,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,0.51,2710,9,2719,
meta_data_analyst,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,4.81,2710,9,2719,
skillvue_people_scientist,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,0.65,2084,9,2093,
skillvue_people_scientist,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,3.32,2084,9,2093,
skillvue_people_scientist,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,0.56,2084,9,2093,
sorare-marketing-graphic-designer,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,9.29,2482,9,2491,
sorare-marketing-graphic-designer,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,1.03,2482,9,2491,
sorare-marketing-graphic-designer,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,5.78,2482,9,2491,
the_world_bank_consultant_agent_evaluation,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,11.95,2081,9,2090,
the_world_bank_consultant_agent_evaluation,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,5.24,2081,9,2090,
the_world_bank_consultant_agent_evaluation,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,8.77,2081,9,2090,
unicef_people_culture_specialist,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,11.79,2274,9,2283,
unicef_people_culture_specialist,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,6.69,2274,9,2283,
unicef_people_culture_specialist,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,7.78,2274,9,2283,
 Product_Growth_Analyst_wiris,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,2.83,2323,9,2332,
 Product_Growth_Analyst_wiris,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,1.65,2323,9,2332,
 Product_Growth_Analyst_wiris,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,4.41,2323,9,2332,
AI_Video_Editor_PARTNERS,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,2.89,1960,9,1969,
AI_Video_Editor_PARTNERS,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,9.12,1960,9,1969,
AI_Video_Editor_PARTNERS,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,10.55,1960,9,1969,
Applied_AI_Engineer_Impress,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,2.5,2281,9,2290,
Applied_AI_Engineer_Impress,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,0.56,2281,9,2290,
Applied_AI_Engineer_Impress,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,2.09,2281,9,2290,
Customer_success_specialist_CareWise,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,7.67,2201,9,2210,
Customer_success_specialist_CareWise,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,6.84,2201,9,2210,
Customer_success_specialist_CareWise,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,8.46,2201,9,2210,
Data_Architect_Hanna_Robulets_Company,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,20.16,1983,9,1992,
Data_Architect_Hanna_Robulets_Company,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,7.54,1983,9,1992,
Data_Architect_Hanna_Robulets_Company,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,2.65,1983,9,1992,
Digital_Learning_Applications_Schneider_Electric,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,7.92,2845,9,2854,
Digital_Learning_Applications_Schneider_Electric,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,7.73,2845,9,2854,
Digital_Learning_Applications_Schneider_Electric,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,1.03,2845,9,2854,
QIT Software_data_scientist,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,6.94,2089,9,2098,
QIT Software_data_scientist,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,10.35,2089,9,2098,
QIT Software_data_scientist,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,0.59,2089,9,2098,
Senior_AI Engineer_MoveUp,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,3.42,1946,9,1955,
Senior_AI Engineer_MoveUp,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,2.82,1946,9,1955,
Senior_AI Engineer_MoveUp,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,0.64,1946,9,1955,
maki_people_senior_psychometrician,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,6.12,2305,9,2314,
maki_people_senior_psychometrician,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,1.97,2305,9,2314,
maki_people_senior_psychometrician,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,7.67,2305,9,2314,
Accenture_Talent_Transformation_Manager,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,7.48,2790,9,2799,
Accenture_Talent_Transformation_Manager,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,8.93,2790,9,2799,
Accenture_Talent_Transformation_Manager,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,1.67,2790,9,2799,
Arrive_People_Analytics_Lead,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,0.6,2589,9,2598,
Arrive_People_Analytics_Lead,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,4.81,2589,9,2598,
Arrive_People_Analytics_Lead,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,10.34,2589,9,2598,
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,8.73,1922,9,1931,
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,2.81,1922,9,1931,
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,12.64,1922,9,1931,
Canonical_talent_scientst,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,8.95,2569,9,2578,
Canonical_talent_scientst,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,9.22,2569,9,2578,
Canonical_talent_scientst,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,9.65,2569,9,2578,
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,5.55,1897,9,1906,
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,9.59,1897,9,1906,
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,6.26,1897,9,1906,
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,1.39,2058,9,2067,
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,9.04,2058,9,2067,
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,1.33,2058,9,2067,
G-Research_Insight_Analyst,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,9.31,1943,9,1952,
G-Research_Insight_Analyst,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,8.83,1943,9,1952,
G-Research_Insight_Analyst,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,14.42,1943,9,1952,
Johnson_Controls_People Insights_Partner ,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,5.88,1964,9,1973,
Johnson_Controls_People Insights_Partner ,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,4.24,1964,9,1973,
Johnson_Controls_People Insights_Partner ,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,1.67,1964,9,1973,
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,8.77,2444,9,2453,
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,1.24,2444,9,2453,
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,4.35,2444,9,2453,
Proofpoint_People_Data_Analyst,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,1.78,2151,9,2160,
Proofpoint_People_Data_Analyst,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,8.91,2151,9,2160,
Proofpoint_People_Data_Analyst,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,13.26,2151,9,2160,
QIC_Digital_Hub_data_analyst,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,2.42,1824,9,1833,
QIC_Digital_Hub_data_analyst,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,0.47,1824,9,1833,
QIC_Digital_Hub_data_analyst,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,6.08,1824,9,1833,
angels-space-art-director,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,9.87,2201,9,2210,
angels-space-art-director,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,10.83,2201,9,2210,
angels-space-art-director,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,11.56,2201,9,2210,
anglian-water-lead-systems-engineer,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,0.57,1964,9,1973,
anglian-water-lead-systems-engineer,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,7.82,1964,9,1973,
anglian-water-lead-systems-engineer,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,1.33,1964,9,1973,
bazaarvoice-provisioning-analyst,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,15.54,2071,9,2080,
bazaarvoice-provisioning-analyst,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,6.19,2071,9,2080,
bazaarvoice-provisioning-analyst,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,0.5,2071,9,2080,
bpostgroup_People_Analytics_Data_Scientist ,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,11.36,1917,9,1926,
bpostgroup_People_Analytics_Data_Scientist ,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,2.99,1917,9,1926,
bpostgroup_People_Analytics_Data_Scientist ,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,6.41,1917,9,1926,
codility_assessment_scientist,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,19.6,3030,9,3039,
codility_assessment_scientist,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,0.79,3030,9,3039,
codility_assessment_scientist,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,5.5,3030,9,3039,
freeplay_data_scientist,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,4.62,1465,9,1474,
freeplay_data_scientist,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,10.35,1465,9,1474,
freeplay_data_scientist,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,11.34,1465,9,1474,
lightning-ai-frontend-engineer,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,11.26,1766,9,1775,
lightning-ai-frontend-engineer,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,1.9,1766,9,1775,
lightning-ai-frontend-engineer,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,9.56,1766,9,1775,
meta_data_analyst,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,11.58,2325,9,2334,
meta_data_analyst,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,0.55,2325,9,2334,
meta_data_analyst,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,6.54,2325,9,2334,
skillvue_people_scientist,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,9.07,1699,9,1708,
skillvue_people_scientist,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,7.39,1699,9,1708,
skillvue_people_scientist,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,10.98,1699,9,1708,
sorare-marketing-graphic-designer,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,3.18,2097,9,2106,
sorare-marketing-graphic-designer,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,8.18,2097,9,2106,
sorare-marketing-graphic-designer,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,4.84,2097,9,2106,
the_world_bank_consultant_agent_evaluation,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,0.52,1696,9,1705,
the_world_bank_consultant_agent_evaluation,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,16.45,1696,9,1705,
the_world_bank_consultant_agent_evaluation,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,1.41,1696,9,1705,
unicef_people_culture_specialist,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,1.18,1889,9,1898,
unicef_people_culture_specialist,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,1.48,1889,9,1898,
unicef_people_culture_specialist,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,0.47,1889,9,1898,
 Product_Growth_Analyst_wiris,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,5.12,1938,9,1947,
 Product_Growth_Analyst_wiris,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,2.41,1938,9,1947,
 Product_Growth_Analyst_wiris,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,8.54,1938,9,1947,
AI_Video_Editor_PARTNERS,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,0.57,1575,9,1584,
AI_Video_Editor_PARTNERS,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,10.95,1575,9,1584,
AI_Video_Editor_PARTNERS,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,4.08,1575,9,1584,
Applied_AI_Engineer_Impress,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,5.16,1896,9,1905,
Applied_AI_Engineer_Impress,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,11.59,1896,9,1905,
Applied_AI_Engineer_Impress,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,2.4,1896,9,1905,
Customer_success_specialist_CareWise,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,2.42,1816,9,1825,
Customer_success_specialist_CareWise,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,1.56,1816,9,1825,
Customer_success_specialist_CareWise,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,9.39,1816,9,1825,
Data_Architect_Hanna_Robulets_Company,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,1.58,1598,9,1607,
Data_Architect_Hanna_Robulets_Company,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,0.53,1598,9,1607,
Data_Architect_Hanna_Robulets_Company,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,0.46,1598,9,1607,
Digital_Learning_Applications_Schneider_Electric,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,6.2,2460,9,2469,
