jd_id,cv,prompt,run_id,source,model,temperature,score,score_100,human_holistic_label,latency_s,prompt_tokens,output_tokens,total_tokens,error,level
Johnson_Controls_People Insights_Partner ,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,10.0,,0.62,2088.0,19.0,2107.0,,level_1
Johnson_Controls_People Insights_Partner ,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,10.0,,9.36,2088.0,19.0,2107.0,,level_1
Johnson_Controls_People Insights_Partner ,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,5.0,,8.44,2088.0,18.0,2106.0,,level_1
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,8.12,2568.0,19.0,2587.0,,level_1
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,1.3,2568.0,19.0,2587.0,,level_1
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,0.89,2568.0,19.0,2587.0,,level_1
Proofpoint_People_Data_Analyst,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,4.58,2275.0,19.0,2294.0,,level_1
Proofpoint_People_Data_Analyst,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,0.59,2275.0,19.0,2294.0,,level_1
Proofpoint_People_Data_Analyst,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,0.66,2275.0,19.0,2294.0,,level_1
QIC_Digital_Hub_data_analyst,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,8.03,1948.0,19.0,1967.0,,level_1
QIC_Digital_Hub_data_analyst,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,0.96,1948.0,19.0,1967.0,,level_1
QIC_Digital_Hub_data_analyst,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,0.72,1948.0,19.0,1967.0,,level_1
angels-space-art-director,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,5.0,,8.9,2325.0,18.0,2343.0,,level_1
angels-space-art-director,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,5.0,,2.17,2325.0,18.0,2343.0,,level_1
angels-space-art-director,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,5.0,,2.72,2325.0,18.0,2343.0,,level_1
anglian-water-lead-systems-engineer,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,7.09,2088.0,19.0,2107.0,,level_1
anglian-water-lead-systems-engineer,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,7.44,2088.0,19.0,2107.0,,level_1
anglian-water-lead-systems-engineer,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,1.26,2088.0,19.0,2107.0,,level_1
bazaarvoice-provisioning-analyst,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,2.2,2195.0,19.0,2214.0,,level_1
bazaarvoice-provisioning-analyst,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,0.59,2195.0,19.0,2214.0,,level_1
bazaarvoice-provisioning-analyst,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,7.19,2195.0,19.0,2214.0,,level_1
bpostgroup_People_Analytics_Data_Scientist ,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,3.71,2041.0,19.0,2060.0,,level_1
bpostgroup_People_Analytics_Data_Scientist ,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,13.25,2041.0,19.0,2060.0,,level_1
bpostgroup_People_Analytics_Data_Scientist ,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,0.66,2041.0,19.0,2060.0,,level_1
codility_assessment_scientist,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,35.0,,0.81,3154.0,19.0,3173.0,,level_1
codility_assessment_scientist,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,35.0,,9.86,3154.0,19.0,3173.0,,level_1
codility_assessment_scientist,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,35.0,,7.78,3154.0,19.0,3173.0,,level_1
freeplay_data_scientist,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,1.93,1589.0,19.0,1608.0,,level_1
freeplay_data_scientist,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,0.61,1589.0,19.0,1608.0,,level_1
freeplay_data_scientist,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,2.49,1589.0,19.0,1608.0,,level_1
lightning-ai-frontend-engineer,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,0.75,1890.0,19.0,1909.0,,level_1
lightning-ai-frontend-engineer,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,20.0,,1.58,1890.0,19.0,1909.0,,level_1
lightning-ai-frontend-engineer,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,1.06,1890.0,19.0,1909.0,,level_1
meta_data_analyst,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,10.78,2449.0,19.0,2468.0,,level_1
meta_data_analyst,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,8.35,2449.0,19.0,2468.0,,level_1
meta_data_analyst,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,0.86,2449.0,19.0,2468.0,,level_1
skillvue_people_scientist,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,9.05,1823.0,19.0,1842.0,,level_1
skillvue_people_scientist,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,5.0,,0.56,1823.0,18.0,1841.0,,level_1
skillvue_people_scientist,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,5.0,,0.9,1823.0,18.0,1841.0,,level_1
sorare-marketing-graphic-designer,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,0.0,,2.51,2221.0,18.0,2239.0,,level_1
sorare-marketing-graphic-designer,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,0.0,,8.51,2221.0,18.0,2239.0,,level_1
sorare-marketing-graphic-designer,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,0.0,,1.05,2221.0,18.0,2239.0,,level_1
the_world_bank_consultant_agent_evaluation,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,38.0,,6.81,1820.0,19.0,1839.0,,level_1
the_world_bank_consultant_agent_evaluation,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,38.0,,2.18,1820.0,19.0,1839.0,,level_1
the_world_bank_consultant_agent_evaluation,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,38.0,,9.01,1820.0,19.0,1839.0,,level_1
unicef_people_culture_specialist,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,0.8,2013.0,19.0,2032.0,,level_1
unicef_people_culture_specialist,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,0.74,2013.0,19.0,2032.0,,level_1
unicef_people_culture_specialist,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,0.63,2013.0,19.0,2032.0,,level_1
 Product_Growth_Analyst_wiris,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,9.72,2062.0,19.0,2081.0,,level_1
 Product_Growth_Analyst_wiris,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,0.96,2062.0,19.0,2081.0,,level_1
 Product_Growth_Analyst_wiris,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,1.09,2062.0,19.0,2081.0,,level_1
AI_Video_Editor_PARTNERS,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,5.0,,12.09,1699.0,18.0,1717.0,,level_1
AI_Video_Editor_PARTNERS,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,5.0,,0.96,1699.0,18.0,1717.0,,level_1
AI_Video_Editor_PARTNERS,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,5.0,,0.96,1699.0,18.0,1717.0,,level_1
Applied_AI_Engineer_Impress,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,35.0,,1.78,2020.0,19.0,2039.0,,level_1
Applied_AI_Engineer_Impress,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,35.0,,0.59,2020.0,19.0,2039.0,,level_1
Applied_AI_Engineer_Impress,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,35.0,,0.92,2020.0,19.0,2039.0,,level_1
Customer_success_specialist_CareWise,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,5.0,,0.56,1940.0,18.0,1958.0,,level_1
Customer_success_specialist_CareWise,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,3.9,1940.0,19.0,1959.0,,level_1
Customer_success_specialist_CareWise,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,9.6,1940.0,19.0,1959.0,,level_1
Data_Architect_Hanna_Robulets_Company,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,2.0,55.0,,0.7,1722.0,19.0,1741.0,,level_1
Data_Architect_Hanna_Robulets_Company,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,0.92,1722.0,19.0,1741.0,,level_1
Data_Architect_Hanna_Robulets_Company,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,0.8,1722.0,19.0,1741.0,,level_1
Digital_Learning_Applications_Schneider_Electric,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,35.0,,0.91,2584.0,19.0,2603.0,,level_1
Digital_Learning_Applications_Schneider_Electric,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,35.0,,9.18,2584.0,19.0,2603.0,,level_1
Digital_Learning_Applications_Schneider_Electric,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,35.0,,0.75,2584.0,19.0,2603.0,,level_1
QIT Software_data_scientist,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,0.74,1828.0,19.0,1847.0,,level_1
QIT Software_data_scientist,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,7.32,1828.0,19.0,1847.0,,level_1
QIT Software_data_scientist,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,10.21,1828.0,19.0,1847.0,,level_1
Senior_AI Engineer_MoveUp,cv_engineer,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,35.0,,0.62,1685.0,19.0,1704.0,,level_1
Senior_AI Engineer_MoveUp,cv_engineer,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,35.0,,8.53,1685.0,19.0,1704.0,,level_1
Senior_AI Engineer_MoveUp,cv_engineer,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,35.0,,12.97,1685.0,19.0,1704.0,,level_1
meta_software_engineer_leadership_machine_learning_8bf9b1,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,5.82,1861.0,19.0,1880.0,,level_1
meta_software_engineer_leadership_machine_learning_8bf9b1,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,1.37,1861.0,19.0,1880.0,,level_1
meta_software_engineer_leadership_machine_learning_8bf9b1,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,0.76,1861.0,19.0,1880.0,,level_1
revecore_senior_director_ai_systems_be600f,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,35.0,,2.19,2699.0,19.0,2718.0,,level_1
revecore_senior_director_ai_systems_be600f,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,1.1,2699.0,19.0,2718.0,,level_1
revecore_senior_director_ai_systems_be600f,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,35.0,,1.74,2699.0,19.0,2718.0,,level_1
morgan_stanley_systems_analyst_director_ac9c07,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2.0,55.0,,1.38,2972.0,19.0,2991.0,,level_1
morgan_stanley_systems_analyst_director_ac9c07,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2.0,55.0,,1.37,2972.0,19.0,2991.0,,level_1
morgan_stanley_systems_analyst_director_ac9c07,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,1.17,2972.0,19.0,2991.0,,level_1
the_hartford_director_of_enterprise_architecture_genai_fa5710,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,1.68,2551.0,19.0,2570.0,,level_1
the_hartford_director_of_enterprise_architecture_genai_fa5710,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,0.84,2551.0,19.0,2570.0,,level_1
the_hartford_director_of_enterprise_architecture_genai_fa5710,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,1.14,2551.0,19.0,2570.0,,level_1
mantech_senior_model_based_system_engineer_ab246d,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0.0,25.0,,3.61,2414.0,19.0,2433.0,,level_1
mantech_senior_model_based_system_engineer_ab246d,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,35.0,,1.44,2414.0,19.0,2433.0,,level_1
mantech_senior_model_based_system_engineer_ab246d,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0.0,25.0,,0.56,2414.0,19.0,2433.0,,level_1
nvidia_senior_software_engineer_jax_269b9a,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,35.0,,1.16,1992.0,19.0,2011.0,,level_1
nvidia_senior_software_engineer_jax_269b9a,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,35.0,,3.11,1992.0,19.0,2011.0,,level_1
nvidia_senior_software_engineer_jax_269b9a,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,35.0,,1.27,1992.0,19.0,2011.0,,level_1
tines_senior_software_engineer_full_stack_735b5d,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,0.86,3052.0,19.0,3071.0,,level_1
tines_senior_software_engineer_full_stack_735b5d,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,1.58,3052.0,19.0,3071.0,,level_1
tines_senior_software_engineer_full_stack_735b5d,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,0.99,3052.0,19.0,3071.0,,level_1
TheHiveCareers_Technical Architect,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,3.0,82.0,,2.78,1682.0,19.0,1701.0,,level_1
TheHiveCareers_Technical Architect,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,3.0,82.0,,2.32,1682.0,19.0,1701.0,,level_1
TheHiveCareers_Technical Architect,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,3.0,82.0,,2.8,1682.0,19.0,1701.0,,level_1
utopia_Technical Architect,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0.0,5.0,,9.55,2341.0,18.0,2359.0,,level_1
utopia_Technical Architect,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0.0,5.0,,2.91,2341.0,18.0,2359.0,,level_1
utopia_Technical Architect,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0.0,5.0,,2.51,2341.0,18.0,2359.0,,level_1
orient path_ Research Lead – Cognitive Modeling & Human-AI Systems,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,2.5,2206.0,19.0,2225.0,,level_1
orient path_ Research Lead – Cognitive Modeling & Human-AI Systems,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,2.3,2206.0,19.0,2225.0,,level_1
orient path_ Research Lead – Cognitive Modeling & Human-AI Systems,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,5.68,2206.0,19.0,2225.0,,level_1
hubspot_principal_software_engineer_customer_journey_c3fa8a,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2.0,68.0,,2.19,2691.0,19.0,2710.0,,level_1
hubspot_principal_software_engineer_customer_journey_c3fa8a,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2.0,68.0,,2.23,2691.0,19.0,2710.0,,level_1
hubspot_principal_software_engineer_customer_journey_c3fa8a,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2.0,68.0,,3.9,2691.0,19.0,2710.0,,level_1
Klaviyo_Senior_Solution_Architect,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,3.22,2585.0,19.0,2604.0,,level_1
Klaviyo_Senior_Solution_Architect,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,2.15,2585.0,19.0,2604.0,,level_1
Klaviyo_Senior_Solution_Architect,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,3.77,2585.0,19.0,2604.0,,level_1
fivetran_senior_solution_architect_enterprise_1ce484,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2.0,68.0,,2.17,3449.0,19.0,3468.0,,level_1
fivetran_senior_solution_architect_enterprise_1ce484,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2.0,68.0,,6.52,3449.0,19.0,3468.0,,level_1
fivetran_senior_solution_architect_enterprise_1ce484,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2.0,68.0,,1.44,3449.0,19.0,3468.0,,level_1
postman_strategic_solutions_engineer_8b835a,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,2.87,2664.0,19.0,2683.0,,level_1
postman_strategic_solutions_engineer_8b835a,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2.0,55.0,,0.74,2664.0,19.0,2683.0,,level_1
postman_strategic_solutions_engineer_8b835a,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,0.64,2664.0,19.0,2683.0,,level_1
wizeline_senior_net_software_engineer_5423a8,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,2.22,2131.0,19.0,2150.0,,level_1
wizeline_senior_net_software_engineer_5423a8,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,1.98,2131.0,19.0,2150.0,,level_1
wizeline_senior_net_software_engineer_5423a8,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,4.34,2131.0,19.0,2150.0,,level_1
zs_business_technology_solutions_associate_consultant_5a0be3,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2.0,68.0,,22.06,2363.0,19.0,2382.0,,level_1
zs_business_technology_solutions_associate_consultant_5a0be3,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2.0,68.0,,1.74,2363.0,19.0,2382.0,,level_1
zs_business_technology_solutions_associate_consultant_5a0be3,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2.0,68.0,,2.32,2363.0,19.0,2382.0,,level_1
infor_consultant_senior_warehouse_management_systems_5a3616,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0.0,25.0,,8.39,2317.0,19.0,2336.0,,level_1
infor_consultant_senior_warehouse_management_systems_5a3616,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,2.11,2317.0,19.0,2336.0,,level_1
infor_consultant_senior_warehouse_management_systems_5a3616,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,2.24,2317.0,19.0,2336.0,,level_1
epam_systems_solution_architect_3d03a4,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2.0,68.0,,0.7,2215.0,19.0,2234.0,,level_1
epam_systems_solution_architect_3d03a4,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2.0,65.0,,3.97,2215.0,19.0,2234.0,,level_1
epam_systems_solution_architect_3d03a4,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2.0,68.0,,3.86,2215.0,19.0,2234.0,,level_1
air_aps_Software Architect,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2.0,72.0,,0.68,2432.0,19.0,2451.0,,level_1
air_aps_Software Architect,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2.0,72.0,,1.65,2432.0,19.0,2451.0,,level_1
air_aps_Software Architect,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2.0,72.0,,0.76,2432.0,19.0,2451.0,,level_1
HP Software_Business Solution Architect,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,0.96,2523.0,19.0,2542.0,,level_1
HP Software_Business Solution Architect,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,2.1,2523.0,19.0,2542.0,,level_1
HP Software_Business Solution Architect,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,2.15,2523.0,19.0,2542.0,,level_1
chime_software_engineer_mypay_73eb57,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2.0,72.0,,2.03,2854.0,19.0,2873.0,,level_1
chime_software_engineer_mypay_73eb57,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2.0,72.0,,14.78,2854.0,19.0,2873.0,,level_1
chime_software_engineer_mypay_73eb57,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2.0,72.0,,1.67,2854.0,19.0,2873.0,,level_1
the_hartford_senior_data_architect_ac30d9,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,1.3,2063.0,19.0,2082.0,,level_1
the_hartford_senior_data_architect_ac30d9,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,0.86,2063.0,19.0,2082.0,,level_1
the_hartford_senior_data_architect_ac30d9,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,0.88,2063.0,19.0,2082.0,,level_1
SKM Group_ai_solution_architech,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,1.77,1858.0,19.0,1877.0,,level_1
SKM Group_ai_solution_architech,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,3.63,1858.0,19.0,1877.0,,level_1
SKM Group_ai_solution_architech,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,2.12,1858.0,19.0,1877.0,,level_1
ecolab_business_development_representative_digital_soft_c1ea4b,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0.0,5.0,,1.69,2478.0,18.0,2496.0,,level_1
ecolab_business_development_representative_digital_soft_c1ea4b,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,3.45,2478.0,19.0,2497.0,,level_1
ecolab_business_development_representative_digital_soft_c1ea4b,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0.0,5.0,,12.58,2478.0,18.0,2496.0,,level_1
ecs_web_software_developer_5c342c,cv_engineer,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,45.0,,12.54,1703.0,19.0,1722.0,,level_1
ecs_web_software_developer_5c342c,cv_engineer,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,35.0,,1.09,1703.0,19.0,1722.0,,level_1
ecs_web_software_developer_5c342c,cv_engineer,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1.0,35.0,,0.77,1703.0,19.0,1722.0,,level_1
Micro:bit Educational Foundation People and Culture Manager,cv_engineer,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,0.0,5.0,,9.01,2722.0,18.0,2740.0,,level_1
Micro:bit Educational Foundation People and Culture Manager,cv_engineer,P2,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,0.0,5.0,,9.93,2722.0,18.0,2740.0,,level_1
Micro:bit Educational Foundation People and Culture Manager,cv_engineer,P2,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,0.0,5.0,,5.89,2722.0,18.0,2740.0,,level_1
Natuvion_Senior_People_Strategy_Excellence_Manager_mwd,cv_engineer,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,20.1,3463.0,19.0,3482.0,,level_1
Natuvion_Senior_People_Strategy_Excellence_Manager_mwd,cv_engineer,P2,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,10.05,3463.0,19.0,3482.0,,level_1
Natuvion_Senior_People_Strategy_Excellence_Manager_mwd,cv_engineer,P2,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,0.0,15.0,,7.1,3463.0,19.0,3482.0,,level_1
fortis_games_senior_manager_people_experience_74a6fe,cv_engineer,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,0.0,10.0,,32.07,2339.0,19.0,2358.0,,level_1
fortis_games_senior_manager_people_experience_74a6fe,cv_engineer,P2,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,0.0,5.0,,9.13,2339.0,18.0,2357.0,,level_1
fortis_games_senior_manager_people_experience_74a6fe,cv_engineer,P2,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,0.0,5.0,,5.57,2339.0,18.0,2357.0,,level_1
spectrum_one_people_operations_associate_bdd6be,cv_engineer,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,0.0,10.0,,8.95,3102.0,19.0,3121.0,,level_1
